,text,y
2620,"a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .
",3
2621,"brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .
",4
2622,"inconsequential road-and-buddy pic .
",1
2623,"with miscast leads , banal dialogue and an absurdly overblown climax , killing me softly belongs firmly in the so-bad-it 's - good camp .
",2
2624,"it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .
",0
2625,"the leanest and meanest of solondz 's misanthropic comedies .
",3
2626,"about schmidt belongs to nicholson .
",3
2627,"its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .
",3
2628,"starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .
",0
2629,"unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers .
",2
2630,"even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern .
",3
2631,"it 's a sight to behold .
",2
2632,"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of `` intacto 's '' dangerous and seductively stylish game .
",2
2633,"if you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , quitting hits home with disorienting force .
",2
2634,"better than the tepid star trek : insurrection ; falls short of first contact because the villain could n't pick the lint off borg queen alice krige 's cape ; and finishes half a parsec -lrb- a nose -rrb- ahead of generations .
",2
2635,"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage .
",2
2636,"anyone else seen this before ?
",2
2637,"the film is grossly contradictory in conveying its social message , if indeed there is one .
",1
2638,"daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation .
",3
2639,"boyd 's screenplay -lrb- co-written with guardian hack nick davies -rrb- has a florid turn of phrase that owes more to guy ritchie than the bard of avon .
",1
2640,"not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .
",3
2641,"this deeply spiritual film taps into the meaning and consolation in afterlife communications .
",3
2642,"i know that i 'll never listen to marvin gaye or the supremes the same way again
",3
2643,"bearable .
",2
2644,"a big , loud , bang-the-drum bore .
",1
2645,"mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .
",2
2646,"horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .
",0
2647,"after collateral damage , you might imagine that most every aggrieved father clich챕 has been unturned .
",0
2648,"predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .
",3
2649,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .
",4
2650,"essentially a collection of bits -- and they 're all naughty .
",3
2651,"you get the impression that writer and director burr steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .
",1
2652,"ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ` cultural revolution . '
",3
2653,"happily , some things are immune to the folly of changing taste and attitude .
",3
2654,"viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .
",0
2655,"the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers .
",3
2656,"with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in .
",3
2657,"i just saw this movie ... well , it 's probably not accurate to call it a movie .
",1
2658,"the director has injected self-consciousness into the proceedings at every turn .
",2
2659,"one of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .
",3
2660,"a well-done film of a self-reflexive , philosophical nature .
",4
2661,"still , it just sits there like a side dish no one ordered .
",1
2662,"wiser souls would have tactfully pretended not to see it and left it lying there
",2
2663,"how i killed my father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .
",2
2664,"filmmakers dana janklowicz-mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracie
",3
2665,"who , exactly , is fighting whom here ?
",1
2666,"can be as tiresome as 9 seconds of jesse helms ' anti- castro rhetoric , which are included
",1
2667,"it 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's .
",1
2668,"in truth , it has all the heart of a porno flick -lrb- but none of the sheer lust -rrb- .
",1
2669,"cherish would 've worked a lot better had it been a short film .
",1
2670,"sometimes shorter is better .
",2
2671,"as schmidt , nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .
",2
2672,"if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .
",3
2673,"hardly a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares .
",2
2674,"maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better .
",1
2675,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks .
",1
2676,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .
",1
2677,"but it is entertaining on an inferior level .
",3
2678,"plummer steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph .
",3
